0.00250000000232831 17.286 0.022
351.978560000003 17.031 0.014
704.994056000003 17.26 0.016
705.044184999999 17.223 0.016
1090.943725 17.105 0.013
1109.831219 17.221 0.017
1118.834698 17.259 0.016
1463.84538 17.232 0.014
1467.842344 17.078 0.014
1845.835546 17.049 0.016
2154.94479 17.038 0.016
2157.940754 17.223 0.014
2166.894259 17.237 0.025
2168.899791 17.047 0.014
2187.871797 17.19 0.019
2196.896756 17.022 0.015
2198.860357 17.232 0.015
2201.855996 17.174 0.015
2206.840232 17.257 0.016
2208.929725 17.251 0.014
2211.901609 17.217 0.017
2213.893121 17.14 0.013
2217.852167 17.159 0.016
2219.890512 17.019 0.015
2226.866053 17.259 0.028
2229.850143 17.181 0.019
2232.849103 17.037 0.014
2237.835774 17.012 0.013
2507.920774 17.222 0.018
2525.988574 17.119 0.016
2528.927506 17.015 0.02
2530.896139 17.25 0.017
2537.926365 17.013 0.016
2542.88172 17.094 0.019
2544.874481 17.215 0.026
2552.88044 17.23 0.018
2554.929716 17.2 0.019
2560.8708 17.007 0.02
2562.873983 17.245 0.017
2567.94977 17.251 0.023
2569.855257 17.053 0.021
2572.869714 17.204 0.017
2582.854345 17.087 0.022
2585.860541 17.281 0.019
2588.862173 17.057 0.021
2589.830933 17.27 0.018
2591.856474 17.104 0.026
2593.867537 17.062 0.021
2594.861351 17.26 0.026
2600.851407 17.216 0.024
2889.899653 17.291 0.016
2897.897525 17.026 0.022
2908.958128 17.22 0.026
2917.947499 17.217 0.03
2919.947973 17.169 0.02
2934.941246 16.998 0.023
