0 18.782 0.011
793.814956999995 18.725 0.01
1090.047378 17.863 0.007
1143.895819 18.745 0.01
1206.730245 18.747 0.01
1470.00352799999 18.369 0.008
1477.036399 18.651 0.009
1496.908011 18.679 0.009
1503.870991 18.78 0.01
1828.037622 18.659 0.009
1829.007866 18.441 0.008
1853.935037 18.834 0.011
1881.858115 18.371 0.008
2269.780421 18.667 0.01
2541.03746699999 18.327 0.008
2545.99456499999 18.732 0.01
2552.98693799999 17.943 0.009
2557.028274 18.807 0.012
2558.99230999999 18.676 0.01
2562.034785 18.443 0.009
2565.053717 17.926 0.007
2575.872462 18.779 0.023
2576.036751 17.994 0.007
2582.054131 18.681 0.018
2582.98944 18.553 0.055
2584.054063 18.552 0.012
2587.04268 18.22 0.01
2587.948686 18.696 0.01
2589.048651 18.541 0.014
2590.03343 18.72 0.011
2592.932924 18.533 0.01
2595.022373 18.523 0.01
2597.994277 18.373 0.009
2599.985792 18.629 0.011
2602.94729 18.557 0.011
2605.888606 18.286 0.014
2612.958754 18.676 0.014
2614.95151 18.46 0.01
2615.942818 18.317 0.01
2618.941774 18.538 0.01
2623.928444 18.618 0.011
2894.013499 18.444 0.024
2913.036501 18.384 0.019
2915.020176 18.002 0.014
2924.033367 18.413 0.013
2928.047208 18.486 0.014
2928.97429799999 18.742 0.013
2930.967134 18.658 0.013
2939.005255 18.543 0.016
2943.05476599999 18.704 0.017
2947.042995 18.349 0.017
2948.998426 18.412 0.014
2954.042417 18.739 0.032
2955.947921 18.268 0.014
2958.962471 18.495 0.014
2959.99802599999 18.575 0.016
2965.992968 18.527 0.018
2967.988856 18.143 0.012
2968.949122 18.205 0.016
2974.95484699999 18.645 0.015
2977.949137 18.155 0.019
2979.960217 18.057 0.018
2980.954028 18.907 0.02
2982.950468 18.772 0.019
2986.934597 18.459 0.017
3275.99236 18.143 0.015
3281.042143 18.741 0.016
3295.037342 18.585 0.012
3301.02239999999 18.653 0.015
3304.040156 18.722 0.019
3306.040659 18.533 0.013
3310.04148599999 18.215 0.024
3321.034016 18.261 0.022
