0.000832999998237938 17.437 0.007
351.976819000003 17.502 0.007
704.992388999999 17.471 0.007
705.042556 17.482 0.007
1090.942093 17.254 0.006
1109.829589 17.436 0.007
1118.833067 17.245 0.006
1463.84375 17.256 0.007
1467.840713 17.147 0.006
1845.833915 16.884 0.005
2154.943161 17.306 0.006
2157.939125 17.371 0.007
2166.89263 17.383 0.008
2168.898162 17.323 0.007
2187.870167 17.2 0.006
2196.895126 17.394 0.007
2198.858728 17.3 0.007
2201.854365 17.214 0.006
2203.939155 17.441 0.008
2206.8386 17.424 0.007
2208.928097 17.263 0.007
2211.899981 17.32 0.006
2213.891492 17.44 0.007
2217.850538 17.422 0.008
2219.888883 17.219 0.007
2232.847476 17.335 0.006
2237.834145 17.15 0.006
2507.919165 16.89 0.011
2525.986945 17.084 0.014
2528.925862 17.165 0.014
2530.894505 17.463 0.023
2542.879978 17.186 0.016
2544.87282 17.495 0.017
2552.878816 17.368 0.014
2554.928168 17.135 0.017
2560.869183 17.207 0.012
2562.872362 17.469 0.012
2567.94819 17.334 0.016
2569.853608 17.457 0.014
2572.868099 17.491 0.014
2582.852718 17.073 0.014
2585.858879 17.221 0.016
2588.86059 17.31 0.015
2589.829224 17.104 0.012
2591.854824 17.403 0.016
2593.865892 17.109 0.015
2594.859733 17.481 0.015
2600.84979 17.083 0.012
2889.898043 17.495 0.018
2897.895889 17.418 0.025
2917.945844 16.824 0.015
2919.946343 17.408 0.011
2924.94107 16.908 0.018
2934.939619 17.225 0.015
