0.00333300000056624 17.47 0.005
733.029067999996 17.587 0.005
766.915039 17.485 0.005
1093.023044 17.493 0.005
1113.919121 17.514 0.005
1464.949348 16.794 0.004
1469.929506 17.523 0.005
1471.925431 17.051 0.005
1779.110639 17.367 0.006
1805.98952 16.547 0.013
1808.03944 17.486 0.006
1823.966646 17.073 0.005
1837.962315 17.483 0.006
1847.91786 17.612 0.013
1849.919041 17.155 0.004
2159.013623 17.528 0.005
2161.999836 16.41 0.004
2163.984701 17.369 0.008
2172.986315 16.431 0.004
2179.97878 16.862 0.014
2190.013384 17.471 0.006
2191.960976 16.425 0.004
2200.952254 17.475 0.007
2203.963886 17.565 0.005
2205.968738 17.102 0.004
2208.936722 17.377 0.005
2210.93361 17.519 0.005
2212.954642 17.342 0.005
2215.941308 17.489 0.005
2222.008015 16.711 0.006
2228.94321 16.794 0.005
2237.938885 17.488 0.011
2238.948016 17.468 0.01
2239.926537 16.955 0.004
2525.022578 16.442 0.017
2531.011834 17.389 0.011
2532.990209 17.618 0.016
2540.962059 17.492 0.013
2542.97481 16.915 0.01
2544.971936 17.509 0.011
2547.036449 17.056 0.014
2554.986625 16.461 0.011
2561.035428 17.471 0.017
2564.965763 17.251 0.012
2586.942374 17.415 0.015
2892.043926 16.473 0.012
2893.988997 17.323 0.019
2909.096247 17.493 0.02
2917.033813 17.368 0.016
2918.031191 16.794 0.015
2922.033931 16.648 0.014
2924.038207 17.496 0.016
2938.951987 17.424 0.016
2941.945829 17.501 0.015
2947.948741 16.553 0.014
