0.00166700000409037 16.573 0.006
611.174889000002 16.303 0.007
732.983537 16.492 0.007
733.027400999999 16.605 0.007
1093.021387 15.298 0.004
1113.91746500001 15.764 0.005
1464.94769 15.628 0.005
1469.92784700001 15.301 0.004
1471.923772 15.81 0.005
1779.10898300001 16.378 0.007
1805.987843 15.872 0.015
1808.037784 16.271 0.007
1823.964987 16.455 0.007
1837.960656 15.749 0.006
1847.916189 16.473 0.018
1849.917383 16.309 0.006
2159.01196700001 16.137 0.006
2161.998177 15.506 0.005
2163.983044 15.916 0.006
2172.984657 16.302 0.007
2179.97711 16.393 0.011
2190.011728 16.316 0.007
2191.959319 16.442 0.008
2200.950596 16.569 0.009
2203.962228 16.396 0.007
2205.967082 16.599 0.007
2208.935063 16.331 0.006
2210.931953 16.386 0.007
2212.952985 16.316 0.006
2215.939651 16.389 0.007
2222.006363 16.025 0.009
2228.941555 16.035 0.006
2237.937221 16.335 0.012
2238.94635100001 15.708 0.011
2239.924882 16.394 0.007
2510.012836 15.972 0.014
2531.010177 16.344 0.015
2532.988547 16.419 0.014
2540.960414 16.169 0.015
2542.97317300001 16.344 0.019
2544.970257 16.376 0.013
2554.984959 16.396 0.016
2561.03378200001 15.806 0.016
2564.964114 16.265 0.016
2586.940693 15.98 0.019
2892.04227100001 16.173 0.017
2893.987328 16.267 0.023
2894.93151 15.64 0.015
2909.01942 16.132 0.023
2917.03212 15.315 0.012
2918.02952700001 16.441 0.015
2919.03526300001 15.85 0.015
2922.032274 15.696 0.016
2924.03654 15.678 0.013
2938.95032 16.573 0.017
2941.944149 16.349 0.022
2947.947084 15.454 0.012
2950.984634 16.527 0.012
